name,videoName,frameIndex,id,category,attributes.crowd,attributes.occluded,attributes.truncated,box2d.x1,box2d.x2,box2d.y1,box2d.y2,haveVideo
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89537.0,car,False,True,False,825.1732101616628,1003.094688221709,355.01154734411085,418.1986143187067,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89538.0,car,False,True,False,484.2956120092379,700.4618937644342,346.69745958429564,424.8498845265589,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89539.0,pedestrian,False,True,False,645.5889145496536,663.8799076212472,338.3833718244804,358.33718244803697,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89540.0,car,False,False,False,120.96997690531178,192.47113163972287,359.1685912240185,409.05311778291,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89541.0,car,False,False,False,251.5011547344111,315.51963048498845,354.18013856812934,400.7390300230947,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89542.0,car,True,False,False,209.9307159353349,256.48960739030025,355.8429561200924,393.256351039261,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89543.0,car,False,False,False,194.96535796766744,214.0877598152425,360.0,373.3025404157044,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89544.0,car,False,False,False,175.01154734411085,189.9769053117783,351.6859122401848,363.3256351039261,True
01c71072-718028b8-0000001.jpg,01c71072-718028b8,0,89545.0,car,True,True,False,48.63741339491917,95.19630484988453,346.69745958429564,364.1570438799076,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89537.0,car,False,True,False,836.8129330254042,1014.7344110854503,355.01154734411085,418.1986143187067,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89538.0,car,False,True,False,486.1431870669745,705.7274826789837,347.6824211221321,422.7251732101616,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89539.0,pedestrian,False,True,False,653.0715935334873,670.5311778290993,338.3833718244804,357.50577367205545,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89540.0,car,False,False,False,129.85965535619118,198.35494759282287,358.72090957541303,406.55889145496536,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89541.0,car,False,False,False,260.73903002309464,324.5265588914549,353.4872979214781,400.04618937644346,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89542.0,car,True,False,False,221.5704387990762,267.29792147806006,353.3487297921478,391.5935334872979,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89543.0,car,False,False,False,203.27944572748268,225.72748267898385,360.0,373.3025404157044,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89544.0,car,False,False,False,184.15704387990763,196.6281755196305,349.1916859122402,360.8314087759815,True
01c71072-718028b8-0000002.jpg,01c71072-718028b8,1,89545.0,car,True,True,False,48.63741339491917,110.99307159353349,346.69745958429564,364.1570438799076,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89537.0,car,False,True,False,874.2263279445727,1070.4387990762125,350.8545034642033,417.3672055427252,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89538.0,car,False,True,False,501.39722863741326,724.3995381062354,344.3071593533488,423.4064665127021,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89539.0,pedestrian,False,True,False,694.6420323325635,714.5958429561201,334.22632794457274,359.1685912240185,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89540.0,car,False,False,False,163.49869353087342,231.5793213714692,355.29401314620713,402.90383389869953,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89541.0,car,False,False,False,296.581986143187,360.1385681293302,349.4688221709007,396.02771362586606,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89542.0,car,True,True,False,259.8152424942264,305.54272517321016,349.1916859122402,385.20906385906994,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89543.0,car,False,False,False,244.01847575057735,262.3094688221709,355.01154734411085,369.1454965357968,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89544.0,car,False,False,False,225.72748267898385,240.6928406466513,347.5288683602772,357.50577367205545,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89546.0,car,False,True,False,218.24480369515013,232.37875288683605,353.3487297921478,364.1570438799076,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89545.0,car,True,True,False,105.17321016166282,172.51732101616628,342.540415704388,358.33718244803697,True
01c71072-718028b8-0000003.jpg,01c71072-718028b8,2,89547.0,car,True,True,False,14.549653579676676,57.78290993071593,347.5288683602772,365.81986143187066,True
01c71072-718028b8-0000004.jpg,01c71072-718028b8,3,89537.0,car,False,True,False,941.5704387990764,1145.2655889145497,348.3602771362588,418.1986143187067,True
01c71072-718028b8-0000004.jpg,01c71072-718028b8,3,89538.0,car,False,True,False,519.2642692180796,745.6845925437146,341.0854503464204,422.4249422632795,True
01c71072-718028b8-0000004.jpg,01c71072-718028b8,3,89548.0,car,False,True,False,1137.782909930716,1175.1963048498849,365.81986143187066,415.7043879907621,True
01c71072-718028b8-0000004.jpg,01c71072-718028b8,3,89539.0,pedestrian,False,True,False,753.6720554272517,773.6258660508083,329.2378752886836,380.7852193995381,True
01c71072-718028b8-0000004.jpg,01c71072-718028b8,3,89540.0,car,False,False,False,211.85537680711496,274.7806004618937,348.5414816130752,392.2863741339492,True
